entity_id,type,channel,order_id,amount,fee,tax,tcs,tds,debit,credit,settlement_id,settlement_utr,created_at,settled_at,on_hold,dispute_id,description
st_000979,payment,myntra,ord_000928,1240.00,337.28,60.71,12.40,1.24,0.00,828.37,MYN-PO-20250811-0030,ICICN25081100030,2025-07-28,2025-08-11,false,,SJIT SALE ord_000928
st_000981,payment,myntra,ord_000930,4075.50,1018.88,183.40,40.76,4.08,0.00,2828.38,MYN-PO-20250811-0030,ICICN25081100030,2025-07-26,2025-08-11,false,,SJIT SALE ord_000930
st_000983,payment,myntra,ord_000932,5566.00,1513.95,272.51,55.66,5.57,0.00,3718.31,MYN-PO-20250811-0030,ICICN25081100030,2025-07-31,2025-08-11,false,,PPMP SALE ord_000932
st_000985,payment,myntra,ord_000934,1468.50,399.43,71.90,14.69,1.47,0.00,981.01,MYN-PO-20250811-0030,ICICN25081100030,2025-07-22,2025-08-11,false,,SJIT SALE ord_000934
st_000994,payment,website,ord_000943,6142.00,122.84,22.11,0.00,0.00,0.00,5997.05,RZP-STL-20250811-0144,RATNN25081100144,2025-08-09,2025-08-11,false,,PG CAPTURE pay_000943
st_001011,payment,offline,ord_000960,3519.00,70.38,12.67,0.00,0.00,0.00,3435.95,POS-BATCH-20250811-0083,SBIN25081100083,2025-08-10,2025-08-11,false,,POS TID000960 SALE
st_001017,payment,offline,ord_000966,4068.00,81.36,14.64,0.00,0.00,0.00,3972.00,POS-BATCH-20250811-0083,SBIN25081100083,2025-08-10,2025-08-11,false,,CARD SALE TID000966
st_001021,payment,myntra,ord_000970,3902.00,975.50,175.59,39.02,3.90,0.00,2707.99,MYN-PO-20250811-0030,ICICN25081100030,2025-08-01,2025-08-11,false,,PPMP SALE ord_000970
st_001022,payment,offline,ord_000971,5037.00,100.74,18.13,0.00,0.00,0.00,4918.13,POS-BATCH-20250811-0083,SBIN25081100083,2025-08-10,2025-08-11,false,,POS TID000971 SALE
st_001023,payment,myntra,ord_000972,3585.00,975.12,175.52,35.85,3.59,0.00,2394.92,MYN-PO-20250811-0030,ICICN25081100030,2025-07-26,2025-08-11,false,,SJIT SALE ord_000972
st_001031,payment,website,ord_000980,2335.00,46.70,8.41,0.00,0.00,0.00,2279.89,RZP-STL-20250811-0144,RATNN25081100144,2025-08-09,2025-08-11,false,,PG CAPTURE pay_000980
st_001032,payment,myntra,ord_000981,4109.00,1117.65,201.18,41.09,4.11,0.00,2744.97,MYN-PO-20250811-0030,ICICN25081100030,2025-08-01,2025-08-11,false,,SJIT SALE ord_000981
st_001044,payment,myntra,ord_000993,2636.00,716.99,129.06,26.36,2.64,0.00,1760.95,MYN-PO-20250811-0030,ICICN25081100030,2025-07-24,2025-08-11,false,,PPMP SALE ord_000993
st_001046,payment,website,ord_000995,6234.00,124.68,22.44,0.00,0.00,0.00,6086.88,RZP-STL-20250811-0144,RATNN25081100144,2025-08-09,2025-08-11,false,,rzp settlement pay_000995
st_001050,payment,myntra,ord_000999,2365.00,643.28,115.79,23.65,2.37,0.00,1579.91,MYN-PO-20250811-0030,ICICN25081100030,2025-07-23,2025-08-11,false,,PPMP SALE ord_000999
st_001067,payment,myntra,ord_001016,2979.00,744.75,134.06,29.79,2.98,0.00,2067.42,MYN-PO-20250811-0030,ICICN25081100030,2025-07-27,2025-08-11,false,,SJIT SALE ord_001016
st_001071,payment,myntra,ord_001020,1043.00,283.70,51.07,10.43,1.04,0.00,696.76,MYN-PO-20250811-0030,ICICN25081100030,2025-08-01,2025-08-11,false,,SJIT SALE ord_001020
