entity_id,type,channel,order_id,amount,fee,tax,tcs,tds,debit,credit,settlement_id,settlement_utr,created_at,settled_at,on_hold,dispute_id,description
st_000685,payment,myntra,ord_000652,2677.00,728.14,131.07,26.77,2.68,0.00,1788.34,MYN-PO-20250224-0028,ICICN25022400028,2025-02-03,2025-02-24,false,,SJIT SALE ord_000652
st_000686,payment,myntra,ord_000653,5755.00,1565.36,281.76,57.55,5.76,0.00,3844.57,MYN-PO-20250224-0028,ICICN25022400028,2025-02-11,2025-02-24,false,,SJIT SALE ord_000653
st_000688,payment,myntra,ord_000655,3499.00,951.73,171.31,34.99,3.50,0.00,2337.47,MYN-PO-20250224-0028,ICICN25022400028,2025-02-09,2025-02-24,false,,SJIT SALE ord_000655
st_000693,payment,myntra,ord_000660,4296.00,1074.00,193.32,42.96,4.30,0.00,2981.42,MYN-PO-20250224-0028,ICICN25022400028,2025-02-04,2025-02-24,false,,SJIT SALE ord_000660
st_000696,payment,offline,ord_000663,3128.00,62.56,11.26,0.00,0.00,0.00,3054.18,POS-BATCH-20250224-0069,SBIN25022400069,2025-02-23,2025-02-24,false,,POS TID000663 SALE
st_000703,payment,myntra,ord_000669,5757.00,1611.96,207.25,57.57,5.76,0.00,3874.46,MYN-PO-20250224-0028,ICICN25022400028,2025-02-14,2025-02-24,false,,PPMP SALE ord_000669
st_000706,payment,offline,ord_000672,1794.25,35.89,6.46,0.00,0.00,0.00,1751.90,POS-BATCH-20250224-0069,SBIN25022400069,2025-02-23,2025-02-24,false,,CARD SALE TID000672
st_000707,payment,myntra,ord_000673,3225.00,645.00,116.10,32.25,3.23,0.00,2428.42,MYN-PO-20250224-0028,ICICN25022400028,2025-02-03,2025-02-24,false,,SJIT SALE ord_000673
st_000712,payment,myntra,ord_000678,3680.00,1030.40,185.47,36.80,3.68,0.00,2423.65,MYN-PO-20250224-0028,ICICN25022400028,2025-02-03,2025-02-24,false,,PPMP SALE ord_000678
st_000713,refund,myntra,ord_000678,-3680.00,-1030.40,-185.47,-36.80,-3.68,0.00,-2423.65,MYN-PO-20250224-0028,ICICN25022400028,2025-02-03,2025-02-24,false,,PPMP RETURN ord_000678
st_000715,payment,website,ord_000680,1075.25,21.51,3.87,0.00,0.00,0.00,1049.87,RZP-STL-20250224-0130,RATNN25022400130,2025-02-22,2025-02-24,false,,PG CAPTURE pay_000680
st_000721,payment,website,ord_000685,1909.00,38.18,6.87,0.00,0.00,0.00,1863.95,RZP-STL-20250224-0130,RATNN25022400130,2025-02-22,2025-02-24,false,,rzp settlement pay_000685
st_000723,payment,myntra,ord_000687,5671.50,1247.73,224.59,56.72,5.67,0.00,4136.79,MYN-PO-20250224-0028,ICICN25022400028,2025-02-10,2025-02-24,false,,SJIT SALE ord_000687
st_000730,payment,myntra,ord_000694,3193.25,798.40,143.70,31.93,3.19,0.00,2216.03,MYN-PO-20250224-0028,ICICN25022400028,2025-02-03,2025-02-24,false,,PPMP SALE ord_000694
st_000750,payment,website,ord_000712,6889.00,137.78,24.80,0.00,0.00,0.00,6726.42,RZP-STL-20250224-0130,RATNN25022400130,2025-02-22,2025-02-24,false,,rzp settlement pay_000712
st_000751,payment,myntra,ord_000713,1579.00,315.80,56.84,15.79,1.58,0.00,1188.99,MYN-PO-20250224-0028,ICICN25022400028,2025-02-14,2025-02-24,false,,SJIT SALE ord_000713
st_000752,refund,myntra,ord_000713,-1579.00,-315.80,-56.84,-15.79,-1.58,0.00,-1188.99,MYN-PO-20250224-0028,ICICN25022400028,2025-02-14,2025-02-24,false,,PPMP RETURN ord_000713
st_000761,payment,myntra,ord_000720,5402.00,1350.50,243.09,54.02,5.40,0.00,3748.99,MYN-PO-20250224-0028,ICICN25022400028,2025-02-07,2025-02-24,false,,PPMP SALE ord_000720
st_000764,payment,myntra,ord_000723,3621.00,984.91,177.28,36.21,3.62,0.00,2418.98,MYN-PO-20250224-0028,ICICN25022400028,2025-02-08,2025-02-24,false,,PPMP SALE ord_000723
st_000768,payment,myntra,ord_000726,3914.00,1291.62,176.13,39.14,3.91,0.00,2403.20,MYN-PO-20250224-0028,ICICN25022400028,2025-02-14,2025-02-24,false,,PPMP SALE ord_000726
st_000770,payment,website,ord_000728,1332.00,26.64,4.80,0.00,0.00,0.00,1300.56,RZP-STL-20250224-0130,RATNN25022400130,2025-02-22,2025-02-24,false,,PG CAPTURE pay_000728
st_000771,payment,offline,ord_000729,2308.00,46.16,8.31,0.00,0.00,0.00,2253.53,POS-BATCH-20250224-0069,SBIN25022400069,2025-02-23,2025-02-24,false,,CARD SALE TID000729
st_000772,refund,offline,ord_000729,2308.00,46.16,8.31,0.00,0.00,2253.53,0.00,POS-BATCH-20250224-0069,SBIN25022400069,2025-02-23,2025-02-24,false,,CARD REFUND TID000729
st_000776,payment,myntra,ord_000733,4616.50,1292.62,166.19,46.17,4.62,0.00,3106.90,MYN-PO-20250224-0028,ICICN25022400028,2025-02-08,2025-02-24,false,,PPMP SALE ord_000733
st_000782,payment,myntra,ord_000739,2155.25,586.23,105.52,21.55,2.16,0.00,1439.79,MYN-PO-20250224-0028,ICICN25022400028,2025-02-05,2025-02-24,false,,PPMP SALE ord_000739
st_000787,payment,myntra,ord_000744,1668.00,453.70,81.67,16.68,1.67,0.00,1114.28,MYN-PO-20250224-0028,ICICN25022400028,2025-02-10,2025-02-24,false,,SJIT SALE ord_000744
st_000788,payment,myntra,ord_000745,5300.00,1441.60,259.49,53.00,5.30,0.00,3540.61,MYN-PO-20250224-0028,ICICN25022400028,2025-02-03,2025-02-24,false,,PPMP SALE ord_000745
st_000789,payment,myntra,ord_000746,2874.00,781.73,140.71,28.74,2.87,0.00,1919.95,MYN-PO-20250224-0028,ICICN25022400028,2025-02-07,2025-02-24,false,,PPMP SALE ord_000746
st_000797,payment,myntra,ord_000754,5656.00,1244.32,223.98,56.56,5.66,0.00,4125.48,MYN-PO-20250224-0028,ICICN25022400028,2025-02-04,2025-02-24,false,,PPMP SALE ord_000754
st_000798,refund,myntra,ord_000754,-5656.00,-1244.32,-223.98,-56.56,-5.66,0.00,-4125.48,MYN-PO-20250224-0028,ICICN25022400028,2025-02-04,2025-02-24,false,,CUSTOMER CANCEL ord_000754
st_000802,payment,myntra,ord_000758,5484.00,1491.65,268.50,54.84,5.48,0.00,3663.53,MYN-PO-20250224-0028,ICICN25022400028,2025-02-03,2025-02-24,false,,PPMP SALE ord_000758
st_000810,payment,myntra,ord_000766,1588.00,431.94,77.75,15.88,1.59,0.00,1060.84,MYN-PO-20250224-0028,ICICN25022400028,2025-02-07,2025-02-24,false,,SJIT SALE ord_000766
st_000813,payment,myntra,ord_000769,2876.00,575.20,103.54,28.76,2.88,0.00,2165.62,MYN-PO-20250224-0028,ICICN25022400028,2025-02-04,2025-02-24,false,,PPMP SALE ord_000769
st_000817,payment,myntra,ord_000773,4057.00,1103.50,198.63,40.57,4.06,0.00,2710.24,MYN-PO-20250224-0028,ICICN25022400028,2025-02-14,2025-02-24,false,,PPMP SALE ord_000773
st_000820,payment,myntra,ord_000776,3404.00,925.89,166.66,34.04,3.40,0.00,2274.01,MYN-PO-20250224-0028,ICICN25022400028,2025-02-12,2025-02-24,false,,SJIT SALE ord_000776
st_000824,payment,website,ord_000780,2168.00,43.36,7.80,0.00,0.00,0.00,2116.84,RZP-STL-20250224-0130,RATNN25022400130,2025-02-22,2025-02-24,false,,PG CAPTURE pay_000780
