entity_id,type,channel,order_id,amount,fee,tax,tcs,tds,debit,credit,settlement_id,settlement_utr,created_at,settled_at,on_hold,dispute_id,description
st_000013,payment,myntra,ord_000012,5739.00,1262.58,227.26,57.39,5.74,0.00,4186.03,MYN-PO-20250106-0021,ICICN25010600021,2024-12-19,2025-01-06,false,,PPMP SALE ord_000012
st_000020,payment,myntra,ord_000019,1261.00,342.99,61.74,12.61,1.26,0.00,842.40,MYN-PO-20250106-0021,ICICN25010600021,2024-12-20,2025-01-06,false,,PPMP SALE ord_000019
st_000023,payment,myntra,ord_000022,1057.00,287.50,51.75,10.57,1.06,0.00,706.12,MYN-PO-20250106-0021,ICICN25010600021,2024-12-23,2025-01-06,false,,PPMP SALE ord_000022
st_000025,payment,myntra,ord_000024,4427.25,1106.81,199.23,44.27,4.43,0.00,3072.51,MYN-PO-20250106-0021,ICICN25010600021,2024-12-27,2025-01-06,false,,SJIT SALE ord_000024
st_000030,payment,myntra,ord_000029,2840.00,624.80,112.46,28.40,2.84,0.00,2071.50,MYN-PO-20250106-0021,ICICN25010600021,2024-12-27,2025-01-06,false,,PPMP SALE ord_000029
st_000032,payment,myntra,ord_000031,4005.00,1089.36,196.08,40.05,4.01,0.00,2675.50,MYN-PO-20250106-0021,ICICN25010600021,2024-12-16,2025-01-06,false,,SJIT SALE ord_000031
st_000033,payment,myntra,ord_000032,809.00,161.80,29.12,8.09,0.81,0.00,609.18,MYN-PO-20250106-0021,ICICN25010600021,2024-12-26,2025-01-06,false,,PPMP SALE ord_000032
st_000034,payment,myntra,ord_000033,2886.00,721.50,129.87,28.86,2.89,0.00,2002.88,MYN-PO-20250106-0021,ICICN25010600021,2024-12-23,2025-01-06,false,,PPMP SALE ord_000033
st_000049,payment,myntra,ord_000047,2565.00,697.68,125.58,25.65,2.57,0.00,1713.52,MYN-PO-20250106-0021,ICICN25010600021,2024-12-17,2025-01-06,false,,SJIT SALE ord_000047
st_000052,payment,website,ord_000050,5637.00,112.74,20.29,0.00,0.00,0.00,5503.97,RZP-STL-20250106-0090,RATNN25010600090,2025-01-04,2025-01-06,false,,PG CAPTURE pay_000050
st_000053,refund,website,ord_000050,-5637.00,-112.74,-20.29,0.00,0.00,0.00,-5503.97,RZP-STL-20250106-0090,RATNN25010600090,2025-01-04,2025-01-06,false,,rfnd_000050 refund
st_000056,payment,myntra,ord_000053,1218.00,305.44,54.81,12.18,1.22,0.00,844.35,MYN-PO-20250106-0021,ICICN25010600021,2024-12-27,2025-01-06,false,,SJIT SALE ord_000053
st_000060,payment,myntra,ord_000057,1258.00,342.18,61.59,12.58,1.26,0.00,840.39,MYN-PO-20250106-0021,ICICN25010600021,2024-12-26,2025-01-06,false,,PPMP SALE ord_000057
st_000007,payment,amazon,ord_000007,1707.00,341.40,61.45,17.07,1.71,0.00,1285.37,AMZ-STL-20250107-0001,AXISN25010700001,2024-12-28,2025-01-07,false,,Principal ord_000007
st_000008,refund,amazon,ord_000007,-1707.00,-341.40,-61.45,-17.07,-1.71,0.00,-1285.37,AMZ-STL-20250107-0001,AXISN25010700001,2024-12-28,2025-01-07,false,,Return-Principal ord_000007
st_000009,payment,amazon,ord_000008,1821.00,327.78,59.00,18.21,1.82,0.00,1414.19,AMZ-STL-20250107-0001,AXISN25010700001,2024-12-29,2025-01-07,false,,Order Payment ord_000008 EASYSHIP
st_000022,payment,amazon,ord_000021,3434.25,618.17,111.27,34.34,3.43,0.00,2667.04,AMZ-STL-20250107-0001,AXISN25010700001,2024-12-28,2025-01-07,false,,Order Payment ord_000021 FBA
st_000024,payment,amazon,ord_000023,4518.00,813.24,146.38,45.18,4.52,0.00,3508.68,AMZ-STL-20250107-0001,AXISN25010700001,2024-12-24,2025-01-07,false,,Order Payment ord_000023 FBA
st_000029,payment,offline,ord_000028,3819.00,76.38,13.75,0.00,0.00,0.00,3728.87,POS-BATCH-20250107-0031,SBIN25010700031,2025-01-06,2025-01-07,false,,CARD SALE TID000028
st_000054,payment,amazon,ord_000051,903.00,198.66,35.76,9.03,0.90,0.00,658.65,AMZ-STL-20250107-0001,AXISN25010700001,2024-12-31,2025-01-07,false,,Order Payment ord_000051 FBA
st_000063,payment,amazon,ord_000060,3484.00,836.16,150.51,34.84,3.48,0.00,2459.01,AMZ-STL-20250107-0001,AXISN25010700001,2024-12-27,2025-01-07,false,,Order Payment ord_000060 EASYSHIP
st_000018,payment,offline,ord_000017,1634.00,32.68,5.88,0.00,0.00,0.00,1595.44,POS-BATCH-20250108-0032,SBIN25010800032,2025-01-07,2025-01-08,false,,CARD SALE TID000017
st_000038,payment,website,ord_000037,6117.00,122.34,22.02,0.00,0.00,0.00,5972.64,RZP-STL-20250108-0091,RATNN25010800091,2025-01-06,2025-01-08,false,,PG CAPTURE pay_000037
st_000055,payment,offline,ord_000052,3452.00,69.04,12.43,0.00,0.00,0.00,3370.53,POS-BATCH-20250108-0032,SBIN25010800032,2025-01-07,2025-01-08,false,,CARD SALE TID000052
st_000002,payment,flipkart,ord_000002,812.99,178.86,32.19,8.13,0.81,0.00,593.00,FK-SETL-20250109-0011,HDFCN25010900011,2024-12-29,2025-01-09,false,,SETTLEMENT-OD000002-FA
st_000003,payment,flipkart,ord_000003,3420.00,581.40,104.65,34.20,3.42,0.00,2696.33,FK-SETL-20250109-0011,HDFCN25010900011,2025-01-02,2025-01-09,false,,Sale Settlement OD000003
st_000004,payment,flipkart,ord_000004,771.00,169.62,30.53,7.71,0.77,0.00,562.37,FK-SETL-20250109-0011,HDFCN25010900011,2024-12-29,2025-01-09,false,,Sale Settlement OD000004
st_000005,payment,flipkart,ord_000005,553.00,121.66,21.90,5.53,0.55,0.00,403.36,FK-SETL-20250109-0011,HDFCN25010900011,2024-12-29,2025-01-09,false,,Sale Settlement OD000005
st_000006,payment,flipkart,ord_000006,4049.00,688.33,123.90,40.49,4.05,0.00,0.00,FK-SETL-20250109-0011,HDFCN25010900011,2024-12-28,2025-01-09,true,WD-01001,SETTLEMENT-OD000006-FA WEIGHT DISCREPANCY HOLD
st_000010,payment,flipkart,ord_000009,912.00,155.04,27.91,9.12,0.91,0.00,719.02,FK-SETL-20250109-0011,HDFCN25010900011,2024-12-29,2025-01-09,false,,Sale Settlement OD000009
st_000012,payment,flipkart,ord_000011,2697.00,404.55,72.82,26.97,2.70,0.00,2189.96,FK-SETL-20250109-0011,HDFCN25010900011,2024-12-26,2025-01-09,false,,SETTLEMENT-OD000011-FA
st_000014,payment,flipkart,ord_000013,1093.00,163.95,29.51,10.93,1.09,0.00,887.52,FK-SETL-20250109-0011,HDFCN25010900011,2024-12-28,2025-01-09,false,,Sale Settlement OD000013
st_000015,payment,flipkart,ord_000014,1533.00,291.27,52.43,15.33,1.53,0.00,1172.44,FK-SETL-20250109-0011,HDFCN25010900011,2025-01-01,2025-01-09,false,,Sale Settlement OD000014
st_000016,payment,flipkart,ord_000015,3666.00,806.52,145.17,36.66,3.67,0.00,0.00,FK-SETL-20250109-0011,HDFCN25010900011,2024-12-26,2025-01-09,true,WD-01002,Sale Settlement OD000015 WEIGHT DISCREPANCY HOLD
st_000019,payment,flipkart,ord_000018,2328.00,512.16,92.19,23.28,2.33,0.00,1698.04,FK-SETL-20250109-0011,HDFCN25010900011,2024-12-29,2025-01-09,false,,SETTLEMENT-OD000018-FA
st_000027,payment,flipkart,ord_000026,1160.00,255.20,45.94,11.60,1.16,0.00,846.10,FK-SETL-20250109-0011,HDFCN25010900011,2024-12-29,2025-01-09,false,,SETTLEMENT-OD000026-FA
st_000031,payment,flipkart,ord_000030,1859.00,316.25,56.89,18.59,1.86,0.00,1465.41,FK-SETL-20250109-0011,HDFCN25010900011,2024-12-27,2025-01-09,false,,SETTLEMENT-OD000030-FA
st_000035,payment,flipkart,ord_000034,4353.00,740.01,133.20,43.53,4.35,0.00,3431.91,FK-SETL-20250109-0011,HDFCN25010900011,2024-12-27,2025-01-09,false,,SETTLEMENT-OD000034-FA
st_000036,payment,flipkart,ord_000035,1266.00,278.52,50.13,12.66,1.27,0.00,923.42,FK-SETL-20250109-0011,HDFCN25010900011,2025-01-01,2025-01-09,false,,SETTLEMENT-OD000035-FA
st_000037,payment,flipkart,ord_000036,1649.00,247.35,44.52,16.49,1.65,0.00,1338.99,FK-SETL-20250109-0011,HDFCN25010900011,2024-12-26,2025-01-09,false,,SETTLEMENT-OD000036-FA
st_000039,payment,flipkart,ord_000038,3061.00,520.37,93.67,30.61,3.06,0.00,2413.29,FK-SETL-20250109-0011,HDFCN25010900011,2024-12-28,2025-01-09,false,,SETTLEMENT-OD000038-FA
st_000040,payment,flipkart,ord_000039,2620.00,393.00,70.74,26.20,2.62,0.00,2127.44,FK-SETL-20250109-0011,HDFCN25010900011,2024-12-30,2025-01-09,false,,SETTLEMENT-OD000039-FA
st_000043,payment,website,ord_000042,2401.00,48.02,8.64,0.00,0.00,0.00,2344.34,RZP-STL-20250109-0092,RATNN25010900092,2025-01-07,2025-01-09,false,,PG CAPTURE pay_000042
st_000044,refund,website,ord_000042,-2401.00,-48.02,-8.64,0.00,0.00,0.00,-2344.34,RZP-STL-20250109-0092,RATNN25010900092,2025-01-07,2025-01-09,false,,PG REFUND pay_000042
st_000046,payment,flipkart,ord_000044,3135.00,470.25,84.65,31.35,3.14,0.00,2545.61,FK-SETL-20250109-0011,HDFCN25010900011,2024-12-26,2025-01-09,false,,SETTLEMENT-OD000044-FA
st_000047,payment,flipkart,ord_000045,4289.00,944.51,169.84,42.89,4.29,0.00,3127.47,FK-SETL-20250109-0011,HDFCN25010900011,2025-01-02,2025-01-09,false,,Sale Settlement OD000045
st_000048,payment,flipkart,ord_000046,1638.00,311.22,56.02,16.38,1.64,0.00,1252.74,FK-SETL-20250109-0011,HDFCN25010900011,2024-12-26,2025-01-09,false,,Sale Settlement OD000046
st_000050,payment,flipkart,ord_000048,1269.00,215.73,38.83,12.69,1.27,0.00,1000.48,FK-SETL-20250109-0011,HDFCN25010900011,2024-12-30,2025-01-09,false,,Sale Settlement OD000048
st_000051,payment,flipkart,ord_000049,2184.00,414.96,74.69,21.84,2.18,0.00,1670.33,FK-SETL-20250109-0011,HDFCN25010900011,2024-12-28,2025-01-09,false,,Sale Settlement OD000049
st_000057,payment,flipkart,ord_000054,1986.00,436.92,78.65,19.86,1.99,0.00,1448.58,FK-SETL-20250109-0011,HDFCN25010900011,2024-12-27,2025-01-09,false,,Sale Settlement OD000054
st_000061,payment,offline,ord_000058,5015.00,100.30,18.05,0.00,0.00,0.00,4896.65,POS-BATCH-20250109-0033,SBIN25010900033,2025-01-08,2025-01-09,false,,POS TID000058 SALE
st_000064,payment,flipkart,ord_000061,2962.00,444.30,79.97,29.62,2.96,0.00,2405.15,FK-SETL-20250109-0011,HDFCN25010900011,2024-12-31,2025-01-09,false,,Sale Settlement OD000061
st_001110,payment,flipkart,ord_000018,2328.00,512.16,92.19,23.28,2.33,0.00,1698.04,FK-SETL-20250109-0011,HDFCN25010900011,2024-12-29,2025-01-09,false,,SETTLEMENT-OD000018-FA
st_000011,payment,website,ord_000010,5401.00,108.02,19.44,0.00,0.00,0.00,5273.54,RZP-STL-20250110-0093,RATNN25011000093,2025-01-08,2025-01-10,false,,rzp settlement pay_000010
