order_id,channel,order_value,expected_commission_rate,expected_fee,expected_net,status,resolution_reason
ord_000311,offline,4282.00,0.02,85.64,4180.94,booked,
ord_000314,website,4595.00,0.02,91.90,4486.56,booked,
ord_000316,website,2724.50,0.02,54.49,2660.20,booked,
ord_000321,website,3792.00,0.02,75.84,3702.51,booked,
ord_000323,website,1498.00,0.02,29.96,1462.65,booked,
ord_000329,offline,5372.00,0.02,107.44,5245.22,booked,
ord_000331,offline,1727.00,0.02,34.54,1686.24,booked,
ord_000335,offline,1288.00,0.02,25.76,1257.60,booked,
ord_000338,offline,5178.00,0.02,103.56,5055.80,booked,
ord_000339,offline,3299.00,0.02,65.98,3221.14,booked,
ord_000340,website,5540.00,0.02,110.80,5409.26,booked,
ord_000343,offline,2138.00,0.02,42.76,2087.54,booked,
ord_000346,website,2925.00,0.02,58.50,2855.97,booked,
ord_000355,offline,3150.00,0.02,63.00,3075.66,booked,
ord_000356,offline,1935.00,0.02,38.70,1889.33,booked,
ord_000363,website,2864.00,0.02,57.28,2796.41,booked,
ord_000380,website,3637.00,0.02,72.74,3551.17,booked,
ord_000385,offline,4068.00,0.02,81.36,3972.00,booked,
ord_000392,offline,2545.00,0.02,50.90,2484.94,booked,
ord_000394,offline,2580.00,0.02,51.60,2519.11,booked,
ord_000401,website,5216.00,0.02,104.32,5092.90,booked,
ord_000403,website,3844.00,0.02,0.00,0.00,booked,
ord_000420,amazon,4095.99,0.24,983.04,2890.94,booked,
ord_000421,amazon,952.00,0.22,209.44,694.39,booked,
ord_000425,flipkart,4250.00,0.19,807.50,3250.40,booked,
ord_000428,amazon,1035.00,0.24,248.40,730.50,booked,
ord_000431,flipkart,4308.00,0.19,818.52,3294.76,booked,
ord_000433,flipkart,677.00,0.15,101.55,549.72,booked,
ord_000447,amazon,2398.00,0.18,0.00,0.00,booked,
ord_000455,website,2997.00,0.02,59.94,2926.27,booked,
ord_000459,offline,3456.00,0.02,69.12,3374.44,booked,
ord_000460,amazon,736.00,0.20,147.20,554.20,booked,
ord_000461,flipkart,2783.00,0.19,528.77,2128.44,booked,
ord_000465,flipkart,4334.00,0.19,823.46,3314.65,booked,
ord_000467,amazon,3490.00,0.18,628.20,2710.33,booked,
ord_000470,website,5424.00,0.02,0.00,0.00,booked,
ord_000472,website,1551.00,0.02,31.02,1514.40,booked,
ord_000482,flipkart,3018.00,0.15,452.70,2450.61,booked,
ord_000491,amazon,4105.00,0.20,821.00,3091.06,booked,
ord_000495,flipkart,1549.00,0.22,340.78,1129.84,booked,
ord_000501,amazon,1369.50,0.20,273.90,1031.23,booked,
ord_000515,amazon,1013.00,0.22,222.86,738.89,booked,
ord_000526,flipkart,1145.00,0.22,251.90,835.16,booked,
ord_000528,myntra,4270.00,0.28,1195.60,2812.22,booked,
ord_000535,amazon,4104.25,0.20,820.85,3090.51,booked,
ord_000536,myntra,5996.00,0.22,1319.12,4373.48,booked,
ord_000537,amazon,3069.00,0.20,613.80,2310.96,booked,
ord_000538,flipkart,3701.00,0.19,703.19,2830.53,booked,
ord_000539,amazon,3336.00,0.18,0.00,0.00,booked,
ord_000540,amazon,758.00,0.22,166.76,552.88,booked,
ord_000542,amazon,3532.00,0.20,706.40,2659.60,booked,
ord_000545,amazon,4789.00,0.20,0.00,0.00,booked,
ord_000548,flipkart,1219.00,0.15,182.85,989.83,booked,
ord_000549,myntra,4656.00,0.22,0.00,0.00,booked,
ord_000557,myntra,5805.00,0.22,1277.10,4234.16,booked,
ord_000560,amazon,4490.00,0.20,898.00,3380.97,booked,
ord_000561,amazon,4330.00,0.22,952.60,3158.30,booked,
ord_000564,myntra,4378.00,0.22,963.16,3193.31,booked,
ord_000568,flipkart,3135.00,0.22,689.70,2286.66,booked,
ord_000573,flipkart,2580.00,0.15,387.00,2094.96,booked,
ord_000574,myntra,2421.00,0.25,605.25,1680.17,booked,
ord_000578,myntra,5717.00,0.28,0.00,0.00,booked,
ord_000580,amazon,2133.00,0.22,469.26,1555.81,booked,
ord_000582,amazon,1327.00,0.22,0.00,0.00,booked,
ord_000590,amazon,2342.00,0.18,421.56,1818.80,booked,
ord_000591,amazon,3930.00,0.18,0.00,0.00,booked,
ord_000594,amazon,1593.00,0.22,350.46,1161.94,booked,
ord_000596,flipkart,4108.25,0.17,698.40,3238.95,booked,
ord_000597,amazon,2997.00,0.20,599.40,2256.74,booked,
ord_000600,amazon,2531.00,0.18,455.58,1965.58,booked,
ord_000601,myntra,5578.00,0.25,1394.50,3871.13,booked,
ord_000603,amazon,2456.00,0.18,0.00,0.00,booked,
ord_000605,myntra,5515.00,0.22,1213.30,4022.64,booked,
ord_000610,amazon,1019.00,0.24,244.56,719.21,booked,
ord_000612,amazon,1939.00,0.22,426.58,1414.31,booked,
ord_000613,flipkart,3386.00,0.19,643.34,2589.61,booked,
ord_000617,amazon,4573.00,0.18,0.00,0.00,booked,
ord_000623,amazon,2581.00,0.18,464.58,2004.41,booked,
ord_000626,amazon,3446.00,0.18,0.00,0.00,booked,
ord_000628,myntra,967.00,0.25,241.75,671.09,booked,
ord_000629,flipkart,4488.00,0.17,762.96,3538.34,booked,
ord_000630,amazon,2663.00,0.18,479.34,2068.09,booked,
ord_000631,amazon,1014.00,0.20,202.80,763.55,booked,
ord_000633,flipkart,4479.00,0.22,985.38,3266.98,booked,
ord_000634,amazon,2159.00,0.20,431.80,1625.73,booked,
ord_000636,amazon,929.00,0.18,0.00,0.00,booked,
ord_000637,myntra,4655.00,0.25,1163.75,3230.56,booked,
ord_000638,myntra,4653.00,0.20,930.60,3503.71,booked,
ord_000639,amazon,1360.00,0.22,299.20,991.98,booked,
ord_000641,amazon,811.00,0.24,194.64,572.40,booked,
ord_000642,amazon,4776.00,0.18,859.68,3709.04,booked,
ord_000644,flipkart,3322.00,0.19,631.18,2540.67,booked,
ord_000647,flipkart,4370.00,0.17,742.90,3445.31,booked,
ord_000652,myntra,2677.00,0.25,669.25,1857.83,booked,
ord_000655,myntra,3499.00,0.25,874.75,2428.30,booked,
ord_000660,myntra,4296.00,0.25,1074.00,2981.42,booked,
ord_000673,myntra,3225.00,0.20,645.00,2428.42,booked,
ord_000678,myntra,3680.00,0.28,0.00,0.00,booked,
ord_000694,myntra,3193.25,0.25,798.31,2216.12,booked,
ord_000720,myntra,5402.00,0.25,1350.50,3748.99,booked,
ord_000723,myntra,3621.00,0.25,905.25,2512.97,booked,
ord_000733,myntra,4616.50,0.20,923.30,3476.22,booked,
ord_000739,myntra,2155.25,0.25,538.81,1495.74,booked,
ord_000745,myntra,5300.00,0.25,1325.00,3678.20,booked,
ord_000746,myntra,2874.00,0.25,718.50,1994.56,booked,
ord_000754,myntra,5656.00,0.22,0.00,0.00,booked,
ord_000758,myntra,5484.00,0.25,1371.00,3805.90,booked,
ord_000766,myntra,1588.00,0.25,397.00,1102.07,booked,
ord_000769,myntra,2876.00,0.20,575.20,2165.62,booked,
