entity_id,type,channel,order_id,amount,fee,tax,tcs,tds,debit,credit,settlement_id,settlement_utr,created_at,settled_at,on_hold,dispute_id,description
st_000143,payment,myntra,ord_000136,4967.25,1241.81,223.53,49.67,4.97,0.00,3447.27,MYN-PO-20250120-0023,ICICN25012000023,2024-12-30,2025-01-20,false,,PPMP SALE ord_000136
st_000145,payment,myntra,ord_000138,2524.00,706.72,127.21,25.24,2.52,0.00,1662.31,MYN-PO-20250120-0023,ICICN25012000023,2025-01-04,2025-01-20,false,,SJIT SALE ord_000138
st_000146,payment,website,ord_000139,2870.00,57.40,10.33,0.00,0.00,0.00,2802.27,RZP-STL-20250120-0101,RATNN25012000101,2025-01-18,2025-01-20,false,,PG CAPTURE pay_000139
st_000153,payment,myntra,ord_000145,3427.00,959.56,172.72,34.27,3.43,0.00,2257.02,MYN-PO-20250120-0023,ICICN25012000023,2025-01-07,2025-01-20,false,,PPMP SALE ord_000145
st_000154,refund,myntra,ord_000145,-3427.00,-959.56,-172.72,-34.27,-3.43,0.00,-2257.02,MYN-PO-20250120-0023,ICICN25012000023,2025-01-07,2025-01-20,false,,CUSTOMER CANCEL ord_000145
st_000156,payment,myntra,ord_000147,1090.00,296.48,53.37,10.90,1.09,0.00,728.16,MYN-PO-20250120-0023,ICICN25012000023,2025-01-07,2025-01-20,false,,SJIT SALE ord_000147
st_000162,payment,myntra,ord_000153,5154.00,1401.89,252.34,51.54,5.15,0.00,3443.08,MYN-PO-20250120-0023,ICICN25012000023,2024-12-30,2025-01-20,false,,PPMP SALE ord_000153
st_000169,payment,myntra,ord_000160,1540.00,431.20,77.62,15.40,1.54,0.00,1014.24,MYN-PO-20250120-0023,ICICN25012000023,2025-01-03,2025-01-20,false,,PPMP SALE ord_000160
st_000170,refund,myntra,ord_000160,-1540.00,-431.20,-77.62,-15.40,-1.54,0.00,-1014.24,MYN-PO-20250120-0023,ICICN25012000023,2025-01-03,2025-01-20,false,,PPMP RETURN ord_000160
st_000171,payment,myntra,ord_000161,4924.00,1378.72,248.17,49.24,4.92,0.00,3242.95,MYN-PO-20250120-0023,ICICN25012000023,2025-01-08,2025-01-20,false,,SJIT SALE ord_000161
st_000175,payment,myntra,ord_000164,2733.00,743.38,133.81,27.33,2.73,0.00,1825.75,MYN-PO-20250120-0023,ICICN25012000023,2024-12-31,2025-01-20,false,,SJIT SALE ord_000164
st_000191,payment,myntra,ord_000180,3597.00,978.38,176.11,35.97,3.60,0.00,2402.94,MYN-PO-20250120-0023,ICICN25012000023,2025-01-06,2025-01-20,false,,PPMP SALE ord_000180
