entity_id,type,channel,order_id,amount,fee,tax,tcs,tds,debit,credit,settlement_id,settlement_utr,created_at,settled_at,on_hold,dispute_id,description
st_000552,payment,myntra,ord_000527,4726.00,1285.47,231.38,47.26,4.73,0.00,3157.16,MYN-PO-20250721-0027,ICICN25072100027,2025-06-30,2025-07-21,false,,PPMP SALE ord_000527
st_000553,payment,myntra,ord_000528,4270.00,1195.60,215.21,42.70,4.27,0.00,2812.22,MYN-PO-20250721-0027,ICICN25072100027,2025-07-07,2025-07-21,false,,PPMP SALE ord_000528
st_000557,payment,myntra,ord_000532,2015.00,403.00,72.54,20.15,2.02,0.00,1517.29,MYN-PO-20250721-0027,ICICN25072100027,2025-07-02,2025-07-21,false,,SJIT SALE ord_000532
st_000558,payment,myntra,ord_000533,2657.00,743.96,95.65,26.57,2.66,0.00,1788.16,MYN-PO-20250721-0027,ICICN25072100027,2025-07-06,2025-07-21,false,,PPMP SALE ord_000533
st_000561,payment,myntra,ord_000536,5996.00,1319.12,237.44,59.96,6.00,0.00,4373.48,MYN-PO-20250721-0027,ICICN25072100027,2025-07-08,2025-07-21,false,,SJIT SALE ord_000536
st_000572,payment,myntra,ord_000547,1356.00,339.00,61.02,13.56,1.36,0.00,941.06,MYN-PO-20250721-0027,ICICN25072100027,2025-07-02,2025-07-21,false,,PPMP SALE ord_000547
st_000574,payment,myntra,ord_000549,4656.00,1024.32,184.38,46.56,4.66,0.00,3396.08,MYN-PO-20250721-0027,ICICN25072100027,2025-07-09,2025-07-21,false,,SJIT SALE ord_000549
st_000575,refund,myntra,ord_000549,-4656.00,-1024.32,-184.38,-46.56,-4.66,0.00,-3396.08,MYN-PO-20250721-0027,ICICN25072100027,2025-07-09,2025-07-21,false,,PPMP RETURN ord_000549
st_000578,payment,myntra,ord_000552,716.00,200.48,36.09,7.16,0.72,0.00,471.55,MYN-PO-20250721-0027,ICICN25072100027,2025-06-30,2025-07-21,false,,PPMP SALE ord_000552
st_000580,payment,myntra,ord_000554,4938.00,1343.14,241.77,49.38,4.94,0.00,3298.77,MYN-PO-20250721-0027,ICICN25072100027,2025-06-30,2025-07-21,false,,PPMP SALE ord_000554
st_000581,payment,myntra,ord_000555,4278.50,1197.98,215.64,42.79,4.28,0.00,2817.81,MYN-PO-20250721-0027,ICICN25072100027,2025-07-01,2025-07-21,false,,SJIT SALE ord_000555
st_000582,refund,myntra,ord_000555,-4278.50,-1197.98,-215.64,-42.79,-4.28,0.00,-2817.81,MYN-PO-20250721-0027,ICICN25072100027,2025-07-01,2025-07-21,false,,CUSTOMER CANCEL ord_000555
st_000584,payment,myntra,ord_000557,5805.00,1277.10,229.88,58.05,5.81,0.00,4234.16,MYN-PO-20250721-0027,ICICN25072100027,2025-07-07,2025-07-21,false,,PPMP SALE ord_000557
st_000585,payment,myntra,ord_000558,1023.00,337.59,46.04,10.23,1.02,0.00,628.12,MYN-PO-20250721-0027,ICICN25072100027,2025-07-04,2025-07-21,false,,SJIT SALE ord_000558
st_000590,payment,myntra,ord_000563,3117.00,1122.12,157.10,31.17,3.12,0.00,1803.49,MYN-PO-20250721-0027,ICICN25072100027,2025-07-02,2025-07-21,false,,PPMP SALE ord_000563
st_000591,payment,myntra,ord_000564,4378.00,963.16,173.37,43.78,4.38,0.00,3193.31,MYN-PO-20250721-0027,ICICN25072100027,2025-07-08,2025-07-21,false,,SJIT SALE ord_000564
st_000592,payment,myntra,ord_000565,5675.00,1589.00,286.02,56.75,5.68,0.00,3737.55,MYN-PO-20250721-0027,ICICN25072100027,2025-07-04,2025-07-21,false,,PPMP SALE ord_000565
st_000593,payment,myntra,ord_000566,2930.00,796.96,143.45,29.30,2.93,0.00,1957.36,MYN-PO-20250721-0027,ICICN25072100027,2025-07-05,2025-07-21,false,,SJIT SALE ord_000566
st_000597,payment,myntra,ord_000570,1196.00,299.28,53.82,11.96,1.20,0.00,829.74,MYN-PO-20250721-0027,ICICN25072100027,2025-07-05,2025-07-21,false,,PPMP SALE ord_000570
st_000598,payment,website,ord_000571,2321.00,46.42,8.36,0.00,0.00,0.00,2266.22,RZP-STL-20250721-0124,RATNN25072100124,2025-07-19,2025-07-21,false,,rzp settlement pay_000571
st_000601,payment,myntra,ord_000574,2421.00,658.51,118.53,24.21,2.42,0.00,1617.33,MYN-PO-20250721-0027,ICICN25072100027,2025-07-11,2025-07-21,false,,PPMP SALE ord_000574
st_000605,payment,myntra,ord_000578,5717.00,1600.76,288.14,57.17,5.72,0.00,3765.21,MYN-PO-20250721-0027,ICICN25072100027,2025-07-09,2025-07-21,false,,PPMP SALE ord_000578
st_000606,refund,myntra,ord_000578,-5717.00,-1600.76,-288.14,-57.17,-5.72,0.00,-3765.21,MYN-PO-20250721-0027,ICICN25072100027,2025-07-09,2025-07-21,false,,PPMP RETURN ord_000578
st_000607,payment,myntra,ord_000579,2203.00,599.22,107.86,22.03,2.20,0.00,1471.69,MYN-PO-20250721-0027,ICICN25072100027,2025-07-01,2025-07-21,false,,SJIT SALE ord_000579
