order_id,channel,order_value,expected_commission_rate,expected_fee,expected_net,status,resolution_reason
ord_000222,offline,3638.00,0.02,72.76,3552.14,booked,
ord_000242,website,5116.00,0.02,102.32,4995.26,booked,
ord_000246,website,4475.00,0.02,0.00,0.00,booked,
ord_000249,website,2803.00,0.02,56.06,2736.85,booked,
ord_000253,offline,2743.00,0.02,54.86,2678.27,booked,
ord_000255,website,4851.00,0.02,97.02,4736.52,booked,
ord_000257,offline,3854.00,0.02,77.08,3763.05,booked,
ord_000258,website,5548.00,0.02,110.96,5417.07,booked,
ord_000266,website,3097.00,0.02,61.94,3023.91,booked,
ord_000270,website,5545.00,0.02,110.90,5414.14,booked,
ord_000274,offline,3261.99,0.02,65.24,3185.01,booked,
ord_000279,website,1908.00,0.02,38.16,1862.97,booked,
ord_000283,offline,1852.00,0.02,37.04,1808.29,booked,
ord_000294,website,3854.00,0.02,77.08,3763.05,booked,
ord_000317,amazon,3969.00,0.22,873.18,2894.99,booked,
ord_000319,website,2849.00,0.02,56.98,2781.76,booked,
ord_000320,flipkart,1709.00,0.19,324.71,1307.04,booked,
ord_000324,amazon,2136.00,0.24,0.00,0.00,booked,
ord_000326,flipkart,2875.00,0.17,488.75,2266.64,booked,
ord_000328,website,3321.00,0.02,66.42,3242.62,booked,
ord_000341,flipkart,1831.00,0.22,402.82,1335.53,booked,
ord_000344,flipkart,2738.50,0.17,465.55,2159.02,booked,
ord_000345,amazon,3416.00,0.22,0.00,0.00,booked,
ord_000347,flipkart,1633.00,0.15,244.95,1326.00,booked,
ord_000348,website,5812.00,0.02,116.24,5674.84,booked,
ord_000350,amazon,2702.00,0.20,0.00,0.00,booked,
ord_000354,flipkart,694.00,0.22,152.68,506.21,booked,
ord_000358,flipkart,2064.00,0.17,350.88,1627.26,booked,
ord_000360,flipkart,595.00,0.22,130.90,433.99,booked,
ord_000362,amazon,4016.00,0.22,883.52,2929.27,booked,
ord_000364,website,2635.00,0.02,52.70,2572.81,booked,
ord_000369,flipkart,2320.00,0.15,348.00,1883.84,booked,
ord_000375,offline,2232.00,0.02,44.64,2179.32,booked,
ord_000377,flipkart,2356.00,0.22,518.32,1718.46,booked,
ord_000379,website,6683.00,0.02,133.66,6525.28,booked,
ord_000388,flipkart,1261.00,0.19,239.59,964.41,booked,
ord_000393,offline,1918.25,0.02,38.37,1872.97,booked,
ord_000399,amazon,1981.50,0.22,435.93,1445.30,booked,
ord_000402,flipkart,2479.00,0.17,421.43,1954.44,booked,
ord_000404,amazon,2857.00,0.20,571.40,2151.32,booked,
ord_000408,amazon,3046.99,0.20,609.40,2294.38,booked,
ord_000410,amazon,2268.00,0.24,0.00,0.00,booked,
ord_000411,amazon,2399.00,0.20,479.80,1806.45,booked,
ord_000413,myntra,4204.00,0.25,1051.00,2917.58,booked,
ord_000414,flipkart,1413.00,0.22,310.86,1030.65,booked,
ord_000415,amazon,2677.00,0.20,535.40,2015.78,booked,
ord_000416,myntra,2263.00,0.28,633.64,1490.41,booked,
ord_000417,flipkart,1290.00,0.15,193.50,1047.48,booked,
ord_000418,amazon,2957.00,0.20,591.40,2226.62,booked,
ord_000426,amazon,2333.00,0.22,513.26,1701.69,booked,
ord_000430,amazon,4970.00,0.20,0.00,0.00,booked,
ord_000435,flipkart,2129.00,0.19,404.51,1628.26,booked,
ord_000437,amazon,4944.00,0.22,0.00,0.00,booked,
ord_000438,amazon,3132.00,0.20,626.40,2358.40,booked,
ord_000439,flipkart,771.00,0.19,146.49,589.66,booked,
ord_000440,myntra,3298.00,0.25,824.50,2288.81,booked,
ord_000443,myntra,1817.00,0.20,363.40,1368.20,booked,
ord_000448,amazon,1718.00,0.22,377.96,1253.11,booked,
ord_000452,myntra,4939.00,0.28,1382.92,3252.82,booked,
ord_000454,myntra,892.00,0.25,223.00,619.05,booked,
ord_000456,flipkart,1678.00,0.15,251.70,1362.53,booked,
ord_000463,flipkart,4173.00,0.15,625.95,3388.48,booked,
ord_000464,flipkart,2648.00,0.17,450.16,2087.68,booked,
ord_000468,flipkart,1332.00,0.17,226.44,1050.15,booked,
ord_000469,flipkart,3770.00,0.15,0.00,0.00,booked,
ord_000474,flipkart,2132.25,0.17,362.48,1681.07,booked,
ord_000475,myntra,3871.25,0.25,967.81,2686.65,booked,
ord_000476,amazon,1816.00,0.20,363.20,1367.44,booked,
ord_000478,myntra,3993.00,0.22,878.46,2912.50,booked,
ord_000480,myntra,4158.00,0.22,0.00,0.00,booked,
ord_000483,flipkart,4404.00,0.17,748.68,3472.12,booked,
ord_000484,myntra,4204.00,0.20,840.80,3165.62,booked,
ord_000485,amazon,1205.00,0.18,0.00,0.00,booked,
ord_000489,flipkart,2412.00,0.19,458.28,1844.70,booked,
ord_000490,amazon,4157.25,0.20,831.45,3130.41,booked,
ord_000493,flipkart,2769.00,0.19,526.11,2117.73,booked,
ord_000497,amazon,3173.00,0.20,634.60,2389.27,booked,
ord_000499,flipkart,1594.00,0.22,350.68,1162.67,booked,
ord_000502,myntra,4291.00,0.22,944.02,3129.86,booked,
ord_000505,myntra,2252.00,0.28,630.56,1483.17,booked,
ord_000507,flipkart,619.00,0.22,136.18,451.50,booked,
ord_000508,flipkart,3878.25,0.19,736.87,2966.08,booked,
ord_000509,flipkart,692.00,0.17,117.64,545.57,booked,
ord_000511,amazon,2367.00,0.20,473.40,1782.35,booked,
ord_000514,amazon,3657.00,0.20,731.40,2753.72,booked,
ord_000517,flipkart,3648.00,0.19,693.12,2789.99,booked,
ord_000518,amazon,2716.25,0.22,597.58,1981.23,booked,
ord_000523,amazon,2610.00,0.22,574.20,1903.73,booked,
ord_000527,myntra,4726.00,0.25,1181.50,3279.84,booked,
ord_000532,myntra,2015.00,0.20,403.00,1517.29,booked,
ord_000533,myntra,2657.00,0.20,531.40,2000.72,booked,
ord_000547,myntra,1356.00,0.25,339.00,941.06,booked,
ord_000552,myntra,716.00,0.28,200.48,471.55,booked,
ord_000554,myntra,4938.00,0.25,1234.50,3426.97,booked,
ord_000555,myntra,4278.50,0.28,0.00,0.00,booked,
ord_000558,myntra,1023.00,0.25,255.75,709.96,booked,
ord_000563,myntra,3117.00,0.28,872.76,2052.85,booked,
ord_000565,myntra,5675.00,0.28,1589.00,3737.55,booked,
ord_000566,myntra,2930.00,0.25,732.50,2033.42,booked,
ord_000570,myntra,1196.00,0.25,299.00,830.02,booked,
ord_000579,myntra,2203.00,0.25,550.75,1528.88,booked,
ord_000585,myntra,4580.00,0.25,1145.00,3178.52,booked,
ord_000602,myntra,4598.00,0.25,1149.50,3191.01,booked,
ord_000606,myntra,1823.00,0.25,455.75,1265.16,booked,
ord_000609,myntra,4412.00,0.25,1103.00,3061.93,booked,
ord_000614,myntra,5139.00,0.25,1284.75,3566.46,booked,
ord_000616,myntra,2313.00,0.22,508.86,1687.11,booked,
ord_000619,myntra,3267.00,0.25,816.75,2267.29,booked,
ord_000620,myntra,3683.00,0.22,810.26,2686.38,booked,
ord_000621,myntra,3673.00,0.25,918.25,2549.06,booked,
