entity_id,type,channel,order_id,amount,fee,tax,tcs,tds,debit,credit,settlement_id,settlement_utr,created_at,settled_at,on_hold,dispute_id,description
st_000065,payment,myntra,ord_000062,3913.00,978.25,176.09,39.13,3.91,0.00,2715.62,MYN-PO-20250616-0022,ICICN25061600022,2025-05-26,2025-06-16,false,,SJIT SALE ord_000062
st_000072,payment,myntra,ord_000068,5091.00,1384.75,249.26,50.91,5.09,0.00,3400.99,MYN-PO-20250616-0022,ICICN25061600022,2025-06-05,2025-06-16,false,,PPMP SALE ord_000068
st_000073,payment,myntra,ord_000069,850.50,231.34,41.64,8.51,0.85,0.00,568.16,MYN-PO-20250616-0022,ICICN25061600022,2025-06-01,2025-06-16,false,,SJIT SALE ord_000069
st_000085,payment,myntra,ord_000080,864.00,241.92,43.55,8.64,0.86,0.00,569.03,MYN-PO-20250616-0022,ICICN25061600022,2025-06-01,2025-06-16,false,,PPMP SALE ord_000080
st_000098,payment,myntra,ord_000092,4893.00,1330.90,239.56,48.93,4.89,0.00,3268.72,MYN-PO-20250616-0022,ICICN25061600022,2025-05-31,2025-06-16,false,,SJIT SALE ord_000092
st_000099,payment,myntra,ord_000093,5608.00,1525.38,274.57,56.08,5.61,0.00,3746.36,MYN-PO-20250616-0022,ICICN25061600022,2025-06-02,2025-06-16,false,,SJIT SALE ord_000093
st_000103,payment,myntra,ord_000096,2023.25,404.65,72.84,20.23,2.02,0.00,1523.51,MYN-PO-20250616-0022,ICICN25061600022,2025-05-29,2025-06-16,false,,SJIT SALE ord_000096
st_000107,payment,myntra,ord_000100,4495.50,899.52,161.84,44.96,4.50,0.00,3384.68,MYN-PO-20250616-0022,ICICN25061600022,2025-05-31,2025-06-16,false,,PPMP SALE ord_000100
st_000108,payment,myntra,ord_000101,5924.00,1658.72,298.57,59.24,5.92,0.00,3901.55,MYN-PO-20250616-0022,ICICN25061600022,2025-05-31,2025-06-16,false,,SJIT SALE ord_000101
st_000114,payment,website,ord_000107,4904.00,98.08,17.65,0.00,0.00,0.00,4788.27,RZP-STL-20250616-0095,RATNN25061600095,2025-06-14,2025-06-16,false,,rzp settlement pay_000107
